MS;Region;Article ;Descriptor;Assessment criteria;Summary;Score ;Conclusion
PL ;BAL ;13 and 14;D9;;PoM addresses MSFD need to progress towards GES. PoM addresses GES, targets, as well as the reported pressures and activities. Poland does not report when GES is expected to be achieved.;;
PL ;BAL ;13 and 14;D10;;PoM partially addresses MSFD need to progress towards GES. Although it is not clear how a ‘complete elimination of emerging waste’ (as defined by Poland in its target) can be achieved, the D10 PoM still addresses the pressure (marine litter) and the activities of tourism and recreation reported in Article 8, and broadly addresses the GES and target definitions. Some measures cover other non-reported activities, such as shipping, fisheries or port operations. Micro-litter is indirectly addressed through research and educational measures. Poland does not report if GES will be achieved by 2020.;;
PL ;BAL ;13 and 14;D11;;PoM partially addresses MSFD need to progress towards GES. The relevant pressures and activities, GES and targets are partially addressed by the reported PoM. Nevertheless, Poland does not specify when GES is expected to be achieved.;;
PL ;BAL ;13 and 14;D1, 4 – Birds;;PoM addresses MSFD need to progress towards GES. The PoM addresses the pressures related to birds, GES and targets. Poland reports that GES will be achieved by 2020.;;
PL ;BAL ;13 and 14;D1, 4 – Fish;;PoM partially addresses MSFD need to progress towards GES. The PoM addresses the relevant pressures related to fish, and its GES and target definitions. However, the Member State reports that GES might not be achieved by 2020 and provides a justification for the applied exception. This justification is found to be partially grounded.;;
PL ;BAL ;13 and 14;D1, 4 Mammals;;PoM does not address MSFD need to progress towards GES. The PoM partially addresses the relevant pressures, GES and target definitions. Poland reports that GES will not be achieved by 2020 and provides a justification for the applied exception. This justification is found not to be grounded.;;
PL ;BAL ;13 and 14;D1, 4 - Water column habitats;;PoM partially addresses MSFD need to progress towards GES. The PoM partially addresses the pressures on water column habitats, and the GES and target definitions. Poland does not report if GES will be achieved by 2020 or not.;;
PL ;BAL ;13 and 14;D1, 4, 6 – Seabed habitats;;PoM partially addresses MSFD need to progress towards GES. Pressures, GES and target definitions are addressed by the measures reported by Poland. The Member State reports that GES will not be achieved by 2020 and reports an exception which is assessed partially grounded.;;
PT ;ATL ;13 and 14;D2;;PoM does not address MSFD needs to progress towards GES. The measures focus on monitoring rather than addressing the pressure and improving the state of the environment. Therefore, the PoM addresses the Portuguese D2 target which relates to improving the monitoring of NIS in the Azores only. Portugal does not report when GES will be achieved.;;
PT ;ATL ;13 and 14;D3;;PoM partially addresses MSFD needs to progress towards GES. Pressures and activities reported in Article 8 are addressed, however, it is not clear whether the measures cover population structures by age or size or if all relevant nationally managed stocks on the Continental or in the Azores and Madeira are addressed. Portugal does not report when GES will be achieved.;;
PT ;ATL ;13 and 14;D5;;PoM partially addresses MSFD needs to progress towards GES. Targets that relate to monitoring efforts are covered by the PoM. However, pressures and GES are only partially addressed. Portugal does not report when GES will be achieved. This is provided that the relevant measures are assessed as adequate under the WFD. These results are pending the WFD assessment.;;
PT ;ATL ;13 and 14;D7;;PoM does not address MSFD needs to progress towards GES. Pressures, GES and targets are not addressed by PoM. Portugal does not report when GES will be achieved.;;
PT ;ATL ;13 and 14;D8;;PoM partially addresses MSFD needs to progress towards GES. The PoM addresses the reported pressures and some of the reported activities (shipping as source of contaminants). However, it does not appear to cover marine hydrocarbon extraction as a source of accidental pollution. Parts of the GES and targets are broadly addressed, but the measures are not detailed enough for an analysis. Riverine discharge and atmospheric deposition do not appear to be addressed. Portugal does not report when GES will be achieved.;;
PT ;ATL ;13 and 14;D9;;PoM partially addresses MSFD needs to progress towards GES. The D9 measures combined with the D8 measures address the reported pressures by focusing on shipping. However, they do not seem to cover marine hydrocarbon extraction. It is not clear whether GES will be addressed as the GES definition is very general and the reported measures not detailed enough. Portugal does not report when GES will be achieved.;;
PT ;ATL ;13 and 14;D10;;PoM partially addresses MSFD needs to progress towards GES. Portugal did not report any activity responsible for marine litter under Article 8, yet it reports measures addressing the topic which is positive. Nevertheless, most measures are monitoring efforts, which will not directly reduce the pressure. It is not clear how GES is expected to be achieved with these measures. Portugal does not report when GES will be achieved.;;
PT ;ATL ;13 and 14;D11;;"PoM partially addresses MSFD needs to progress towards GES. Although Portugal did not report underwater noise as a pressure under Article 8, it still defines measures that are likely to have indirect impacts on the pressure. One of these measures is D11-specific and enables to address the targets definitions; this is nevertheless a monitoring target and effort. Portugal does not report when GES will be achieved.";;
PT ;ATL ;13 and 14;D1, 4 – Birds;;"PoM partially addresses MSFD needs to progress towards GES. Incidental by-catch is addressed in only one subdivision, and nesting birds in only two subdivisions. Measures on nesting populations and monitoring will address GES and targets; however, targets linked to population dynamics of migratory species are not covered. Portugal does not specify when GES will be achieved.";;
PT ;ATL ;13 and 14;D1, 4 – Fish;;PoM partially addresses MSFD needs to progress towards GES. Commercial fishing activities and species are covered by CFP measures. However, it is not clear to what extent non-commercial species will be addressed through spatial protection measures. Portugal does not specify when GES will be achieved.;;
PT ;ATL ;13 and 14;D1, 4 Mammals;;PoM partially addresses MSFD needs to progress towards GES. Incidental by-catch measures and spatial protection measures will address relevant pressures on mammals. However, no measure has been reported to address shipping impacts, including underwater noise. Population protection is not sufficiently addressed by the measures. Portugal does not specify when GES will be achieved.;;
PT ;ATL ;13 and 14;D1, 4 - Water column habitats;;PoM partially addresses MSFD needs to progress towards GES. No water column habitat-specific measures have been reported by Portugal. Spatial protection measures, in addition to few measures reported under other descriptors might partly contribute to the achievement of GES. Nevertheless, pressures under other descriptors are often not sufficiently addressed, which limits their effects on water column habitats. Portugal does not specify when GES;;
PT ;ATL ;13 and 14;D1, 4, 6 – Seabed habitats;;PoM does not address MSFD needs to progress towards GES. Most measures address monitoring and research activities, which will indirectly address pressures, GES and targets. Spatial protection measures will contribute to a protection of these habitats, but in very limited areas. Dredging activities and maerl are not covered by the measures. Portugal does not specify when GES will be achieved.;;
PT ;ATL ;13 and 14;Extended continental shelf measures;;No conclusion. Overall in the extended continental shelf, no conclusion can be made if the Portuguese PoM addresses MSFD needs to progress towards GES. The measures address the three reported targets, but it is not clear if pressures are addressed and it is also not clear if GES has been defined. Portugal does not report when GES will be achieved.;;
RO ;BLK ;13 and 14;D2;;PoM partially addresses MSFD needs to progress towards GES. GES, targets and the relevant pressures are addressed. Although Romania does not report when GES will be achieved, an exception has been applied (which indicates that it will not be achieved by 2020) and a grounded justification provided. However, the new measures are all implemented with a delay (2018-2020);;
RO ;BLK ;13 and 14;D3;;PoM partially addresses MSFD needs to progress towards GES. The relevant pressures, GES and targets are addressed by the PoM. Romania does not specify when GES will be achieved and applies an exception regarding the achievement of GES and targets (especially MSY at the regional level) and a grounded justification is provided. However, the new measures are all implemented with a delay (2018-2020);;
RO ;BLK ;13 and 14;D5;;PoM addresses MSFD needs to progress towards GES. Pressures are addressed by Romania’s measures that cover various activities such as agriculture, urban and industrial activities, as well as shipping or port operations. GES and targets are also addressed since the measures contribute to reduce nutrient concentration in the sea as well as the effects of nutrient enrichment. Romania does not report when it will achieve GES. This is provided that the relevant measures are assessed as adequate under the WFD. These results are pending the WFD assessment;;
RO ;BLK ;13 and 14;D7;;PoM addresses MSFD needs to progress towards GES. Pressures are addressed and cumulative impacts are considered. GES is addressed by the PoM. Romania does not report when GES will be achieved;;
RO ;BLK ;13 and 14;D8;;PoM partially addresses MSFD needs to progress towards GES. The PoM addresses the relevant pressures and most of the reported activities. However, some of the reported activities (especially marine hydrocarbon extraction for the introduction of contaminants) are not clearly covered by the measures and the PoM only partially addresses the GES and target definitions. Romania does not report when GES will be achieved;;
RO ;BLK ;13 and 14;D9;;PoM partially addresses MSFD needs to progress towards GES, if Romania’s PoM for D9 is combined with Romania’s PoM for D8 (otherwise the D9-specific measure alone does not address the MSFD needs to progress towards GES). The D9-specific measure, when taken together with those defined for D8, partially addresses the relevant pressures and most of the relevant activities. The measure proposed for D9 links to the defined GES and targets. However, it does not guarantee compliance as it focuses solely on the aquaculture sector. Romania does not report when GES will be achieved;;
RO ;BLK ;13 and 14;D10;;PoM partially addresses MSFD needs to progress towards GES. Pressures are addressed by the PoM. GES and targets are partially addressed because not all aspects are covered by the measures. It should also be noted that no detailed waste management or waste water treatment plan for land-based activities could be found among Romania’s measures for D10. An exception has been applied and a partially grounded justification presented. However, the new measures will be implemented with a delay (2018-2020);;
RO ;BLK ;13 and 14;D11;;No conclusion is possible as targets have not been defined, the GES definition is very broad, and the measures mainly have indirect effects. Nevertheless, the two new measures aim to improve understanding of noise pressures in Romanian waters. One measure contains direct elements which address certain activities. However, it is not clear if Romania expects GES to be achieved by 2020;;
RO ;BLK ;13 and 14;D1, 4 – Birds;;PoM addresses MSFD needs to progress towards GES. All relevant pressures on birds (including bycatch), as well as the GES and target definitions are addressed by the measures. Romania does not report when GES will be achieved;;
RO ;BLK ;13 and 14;D1, 4 – Fish;;PoM partially addresses MSFD needs to progress towards GES. All relevant pressures on fish (including bycatch), are addressed. GES and target definitions are partially addressed by the measures. Romania does not report when GES will be achieved;;
RO ;BLK ;13 and 14;D1, 4 Mammals;;PoM addresses MSFD needs to progress towards GES. All relevant pressures on mammals (including bycatch), as well as the GES and target definitions, are addressed by the measures. Romania does not report when GES will be achieved;;
RO ;BLK ;13 and 14;D1, 4 - Water column habitats;;PoM partially addresses MSFD needs to progress towards GES. The spatial protection measures address pressures in protected areas only, and no specific measures have been reported for water column habitats. Therefore, not all elements of the GES and target definitions (especially thresholds) are covered. Romania does not report when GES will be achieved;;
RO ;BLK ;13 and 14;D1, 4, 6 – Seabed habitats;;PoM partially addresses MSFD needs to progress towards GES. Although some activities reported by Romania as sources of physical damage (shipping and tourism) are only covered in MPAs, other relevant activities (such as fisheries, dredging, land claim and port operations) are covered by the measures. Considering the information provided, it cannot be ensured that the habitats and areas mentioned in the GES and target definitions are covered by the measures. Romania does not report when GES will be achieved;;
SE ;BAL ;13 and 14;D2;;PoM partially addresses MSFD needs to progress towards GES. Shipping is partially covered via the reported measures. Sweden reports that it cannot determine if GES will be achieved given lack of knowledge. It acknowledges that there are risks of not achieving GES by 2020 which will become evident in the second implementation cycle of the MSFD.;;
SE ;BAL ;13 and 14;D3;;PoM partially addresses MSFD needs to progress towards GES. Pressures, such as the extraction of species are addressed. GES and targets are partially addressed by the reported measures. Sweden reports that it cannot determine if GES will be achieved given lack of knowledge. It acknowledges that there are risks of not achieving GES by 2020 which will become evident in the second implementation cycle of the MSFD.;;
SE ;BAL ;13 and 14;D5;;PoM partially addresses MSFD needs to progress towards GES, but not by 2020. Pressures are partially addressed by the (briefly described) existing measures, while GES and targets are addressed. Sweden reports that GES is not expected to be achieved by 2020 and applies an exception. It reports that, given the slow turnover rates in the Baltic and some North Sea waters, recovery time of these waters is greatly extended. This assessment finds the provided justification to be grounded. Nevertheless, no ad-hoc measures are reported in connection to this exception. This is provided that the relevant measures are assessed as adequate under the WFD. These results are pending the WFD assessment.;;
SE ;BAL ;13 and 14;D7;;PoM addresses MSFD needs to progress towards GES. Pressures, GES and targets are addressed. Sweden reports that GES is already achieved, and new measures will be implemented in 2017-2018.;;
SE ;BAL ;13 and 14;D8 and D9;;PoM partially addresses MSFD needs to progress towards GES, but not by 2020. Even though GES and targets are addressed, pressures are partially covered. Sweden reports that GES will not be achieved by 2020 given transboundary aspects of atmospheric deposition of contaminants and the persistent nature of some chemicals. Sweden applies an exception for which the justification is assessed as grounded. Nevertheless, no ad-hoc measures are reported in connection to this exception.;;
SE ;BAL ;13 and 14;D10;;PoM partially addresses MSFD needs to progress towards GES. Macro and micro-litter are addressed through the reported measures, through a combination of measures directly and indirectly addressing sources of litter input, as well as GES and targets. Pressures are partially addressed. Sweden reports that GES might not be achieved by 2020 for D10, but given knowledge gaps it cannot confirm this. It acknowledges that there are risks of not achieving GES by 2020 which will become evident in the second implementation cycle of the MSFD. It reports risks that relate to transboundary nature of floating litter in the marine environment and the delayed effects of measures taken at regional level.;;
SE ;BAL ;13 and 14;D11;;PoM partially addresses MSFD needs to progress towards GES. One of the seven reported measures has a direct effect on the pressure of underwater noise, while the others focus on addressing data and knowledge gaps. Sweden points to a considerable knowledge gap, leading it to focus on measures to increase knowledge, which will indirectly address the pressure. No targets have been defined. Sweden reports that it cannot determine if GES will be achieved given lack of knowledge. It acknowledges that there are risks of not achieving GES by 2020 which will become evident in the second implementation cycle of the MSFD.;;
SE ;BAL ;13 and 14;D1, 4 – Birds;;PoM partially addresses MSFD needs to progress towards GES. The PoM addresses the relevant pressures but partially addresses GES. No targets have been defined for birds. Sweden reports that it cannot determine if GES will be achieved given lack of knowledge. It acknowledges that there are risks of not achieving GES by 2020 which will become evident in the second implementation cycle of the MSFD.;;
SE ;BAL ;13 and 14;D1, 4 – Fish;;PoM addresses MSFD needs to progress towards GES. Pressures, GES and targets are covered for fish. Sweden reports that it cannot determine if GES will be achieved given lack of knowledge. It acknowledges that there are risks of not achieving GES by 2020 which will become evident in the second implementation cycle of the MSFD.;;
SE ;BAL ;13 and 14;D1, 4 Mammals;;PoM partially addresses MSFD needs to progress towards GES. Even though GES is addressed, the pressures are partially covered. Sweden reports that it cannot determine if GES will be achieved given lack of knowledge. It acknowledges that there are risks of not achieving GES by 2020 which will become evident in the second implementation cycle of the MSFD. Targets are not defined.;;
SE ;BAL ;13 and 14;D1, 4 - Water column habitats;;No conclusion as GES has not been defined, nevertheless, the pressures are covered.;;
SE ;BAL ;13 and 14;D1, 4, 6 – Seabed habitats;;PoM partially addresses MSFD needs to progress towards GES. Pressures, GES and targets are partially covered. Sweden reports that it cannot determine if GES will be achieved given lack of knowledge. It acknowledges that there are risks of not achieving GES by 2020 which will become evident in the second implementation cycle of the MSFD.;;
SI ;MED ;13 and 14;D2;;PoM partially addresses MSFD needs to progress towards GES. GES and targets are addressed. The relevant pressures are partially addressed (it is not clear whether hull-fouling is covered). Slovenia does not report when it expects GES to be achieved;;
SI ;MED ;13 and 14;D3;;PoM addresses MSFD needs to progress towards GES. The relevant pressures, GES and targets are covered by the PoM. Slovenia reports that GES will not be achieved by 2020 and applies an exception with a grounded justification;;
SI ;MED ;13 and 14;D5;;PoM partially addresses MSFD needs to progress towards GES. GES and targets are addressed by Slovenia’s existing measures and some of the activities reported as having only local impacts) are covered. GES is already achieved. This is provided that the relevant measures are assessed as adequate under the WFD. These results are pending the WFD assessment relevant in Article 8 are covered. However, it is not clear how tourism and aquaculture (despite being reported under Article 8 as;;
SI ;MED ;13 and 14;D7;;PoM addresses MSFD needs to progress towards GES. Pressures are addressed and cumulative impacts are considered. GES and targets are covered by the PoM. GES is expected to be achieved by 2020;;
SI ;MED ;13 and 14;D8;;PoM addresses MSFD needs to progress towards GES. Pressures and activities, GES and targets are addressed. GES will not be achieved by 2020 and an exception with a grounded justification is applied;;
SI ;MED ;14 and 14;D9;;PoM addresses MSFD needs to progress towards GES. Pressures and activities, GES and targets are addressed through the D8 and D9 measures. Slovenia aims to achieve GES by 2020;;
SI ;MED ;13 and 14;D10;;PoM addresses MSFD needs to progress towards GES. The measures address the reported pressures, cover the reported activities, and address GES and targets. Slovenia does not report when it expects GES to be achieved;;
SI ;MED ;13 and 14;D11;;PoM partially addresses MSFD needs to progress towards GES. The measures address the reported pressures, cover the reported activities, and address GES and targets. Slovenia reports that GES is expected to be achieved by 2020. However, the new measures will start to be implemented only in 2020;;
SI ;MED ;13 and 14;D1, 4 – Birds;;PoM partially addresses MSFD needs to progress towards GES. Even though some relevant pressures on birds (e.g. NIS, light or noise pollution or marine litter) are addressed by the measures reported under other descriptors, the PoM does not directly address by-catch from fisheries, which is the main pressure on birds. Therefore, there is some uncertainty on how GES will be achieved. Slovenia reports that GES is expected to be achieved by 2020;;
SI ;MED ;13 and 14;D1, 4 – Fish;;PoM partially addresses MSFD needs to progress towards GES. Even though some relevant pressures on fish and cephalopods (e.g. NIS, contaminants or marine litter) are covered by the measures reported under other descriptors, the PoM does not directly address by-catch from fisheries. In addition, it is not clear whether or not the two species mentioned in the targets are fully covered in the PoM. It is thus not possible to assess whether or not the PoM is sufficient. Slovenia reports that GES is expected to be achieved by 2020;;
SI ;MED ;13 and 14;D1, 4 Mammals;;PoM partially addresses MSFD needs to progress towards GES. By-catch is only indirectly addressed by the measures reported for mammals and reptiles, other pressures such as underwater noise, collisions with vessels, contaminants or marine litter are tackled by measures reported either under biodiversity or under other descriptors, and GES and targets are addressed. Slovenia reports that GES is expected to be achieved by 2020 but none of the new measures are in place by 2016;;
SI ;MED ;13 and 14;D1, 4 - Water column habitats;;PoM partially addresses MSFD needs to progress towards GES. Even though some relevant pressures (e.g. NIS) are not addressed by the measures reported as relevant for water column habitats, the measures still address nutrient enrichment and contaminants, although in a very general manner, and Slovenia explains the link between water column habitats and D5. The target is considered to be addressed. Slovenia reports that GES is expected to be achieved by 2020;;
SI ;MED ;13 and 14;D1, 4, 6 – Seabed habitats;;PoM partially addresses MSFD needs to progress towards GES. Even though the species mentioned in the targets are not referred to in the measures, the pressures and GES definition are addressed. Slovenia reports that GES is expected to be achieved by 2020;;
UK ;ATL;13 and 14;D2;;Partially addresses MSFD needs to progress towards GES. Even though pressures and GES are addressed, targets are not fully addressed. GES is expected to be achieved by 2020.;;
UK ;ATL;13 and 14;D3;;Addresses MSFD needs to progress towards GES, but not by 2020. GES, targets and pressures are addressed. GES is not expected to be achieved by 2020, but a grounded justification for the delay is reported.;;
UK ;ATL;13 and 14;D5;;Partially addresses MSFD needs to progress towards GES. GES and targets are covered by the measures, but pressures are partially covered. The UK specifies that GES is expected to be achieved by 2020. This is provided also that the relevant measures are assessed as adequate under the WFD. These results are pending the WFD assessment.;;
UK ;ATL;13 and 14;D7;;Partially addresses MSFD needs to progress towards GES. The pressures, GES and targets are partially covered. The UK does not specify when GES is expected to be achieved.;;
UK ;ATL;13 and 14;D8;;Partially addresses MSFD needs to progress towards GES. Even though pressures, GES and targets are covered, the Member State applies an exception, which is partially grounded.;;
UK ;ATL;13 and 14;D9;;Addresses MSFD needs to progress towards GES. Pressures, GES and targets are addressed. GES is expected to be achieved by 2020.;;
UK ;ATL;13 and 14;D10;;Addresses MSFD needs to progress towards GES. Pressures, GES and targets are covered by the PoM. GES is expected to be achieved by 2020.;;
UK ;ATL;13 and 14;D11;;Partially addresses MSFD needs to progress towards GES. Pressures, GES, and targets are partially covered. The Member State expects GES to be achieved by 2020.;;
UK ;ATL;13 and 14;D1, 4 – Birds;;Addresses MSFD needs to progress towards GES. Pressures, GES, and targets are covered by the PoM. GES is expected to be achieved by 2020.;;
UK ;ATL;13 and 14;D1, 4 – Fish;;Addresses MSFD needs to progress towards GES, but not by 2020. Pressures, GES, and targets are addressed. A grounded exception has been applied.;;
UK ;ATL;13 and 14;D1, 4 Mammals;;Partially addresses MSFD needs to progress towards GES. Even though pressures are addressed, GES, and targets are partially covered. The UK expects GES to be achieved by 2020.;;
UK ;ATL;13 and 14;D1, 4 - Water column habitats;;Partially addresses MSFD needs to progress towards GES. Pressures, GES, and targets are partially covered. In the NEA, the UK expects GES to be achieved by 2020. In the Western Mediterranean subregion, the UK considers GES to be already achieved.;;
UK ;ATL;13 and 14;D1, 4, 6 – Seabed habitats;;Partially addresses MSFD needs to progress towards GES. Pressures, GES, and targets are partially covered by the PoM. The UK expects GES to be achieved by 2020.;;
UK ;MED;13 and 14;D2;;"Partially addresses MSFD needs to progress towards GES. GES and targets are covered; however, pressures are partially covered. GES is expected to be achieved by 2020.";;
UK ;MED;13 and 14;D3;;Partially addresses MSFD needs to progress towards targets. Pressures and targets are partially addressed by the PoM. No GES is defined.;;
UK ;MED;13 and 14;D5;;Partially addresses MSFD needs to progress towards GES. Pressures, GES and targets are partially covered by the UK. The UK specifies that GES is expected to be achieved by 2020. This is provided also that the relevant measures are assessed as adequate under the WFD. These results are pending the WFD assessment.;;
UK ;MED;13 and 14;D7;;Partially addresses MSFD needs to maintain GES. Pressures, GES and targets are partially covered. The UK specifies that GES is already achieved.;;
UK ;MED;13 and 14;D8;;Partially addresses MSFD needs to progress towards GES. Pressures are addressed but GES and targets are partially covered. Furthermore, the UK states that GES can probably not be achieved by 2020. Nevertheless, no exception or measures addressing this issue have been reported.;;
UK ;MED;13 and 14;D9;;Addresses MSFD needs to progress towards targets. Pressures and targets are addressed. GES is not defined. .;;
UK ;MED;13 and 14;D10;;Partially addresses MSFD needs to progress towards GES. GES and targets are covered, however, pressures are partially covered. GES is expected to be achieved by 2020;;
UK ;MED;13 and 14;D11;;Partially addresses MSFD needs to progress towards GES. Pressures, GES and targets are partially covered. GES is expected to be achieved by 2020.;;
UK ;MED;13 and 14;D1, 4 – Birds;;Addresses MSFD needs to progress towards GES. Pressures, GES and targets are covered by the PoM. GES is expected to be achieved by 2020.;;
UK ;MED;13 and 14;D1, 4 – Fish;;Partially addresses MSFD needs to progress towards GES. Pressures, GES, and targets are partially covered. The UK reports it cannot estimate when GES is expected to be achieved, due to data gaps.;;
UK ;MED;13 and 14;D1, 4 Mammals;;Partially addresses MSFD needs to progress towards GES. Pressures, GES and targets are partially covered. The UK expects GES to be achieved by 2020.;;
UK ;MED;13 and 14;D1, 4 - Water column habitats;;Partially addresses MSFD needs to progress towards GES. Pressures, GES, and targets are partially covered. In the NEA, the UK expects GES to be achieved by 2020. In the Western Mediterranean subregion, the UK considers GES to be already achieved.;;
UK ;MED;13 and 14;D1, 4, 6 – Seabed habitats;;Partially addresses MSFD needs to progress towards GES. Pressures, GES, and targets are partially covered. The UK expects GES to be achieved by 2020.;;
DE ;BAL ;13 and 14;D2;;PoM addresses MSFD needs to progress towards GES. PoM addresses relevant pressures, GES and targets. The Member State reports that it cannot estimate if GES will be achieved or not by 2020, given knowledge gaps.;;
DE ;BAL ;13 and 14;D3;;PoM addresses MSFD needs to progress towards GES. The PoM addresses GES, targets as well as the reported pressures. The Member State comments that it cannot estimate if GES will be achieved or not by 2020, given knowledge gaps.;;
DE ;BAL ;13 and 14;D5;;PoM addresses MSFD needs to progress towards GES. Pressures, GES and targets are addressed by the reported measures covering agriculture, industrial emissions, urban discharges and shipping. The Member State comments that it cannot estimate if GES will be achieved or not by 2020, given knowledge gaps. These results are pending the WFD assessment.;;
DE ;BAL ;13 and 14;D7;;PoM partially addresses MSFD needs to progress towards GES. Key pressure, GES and target definitions are addressed by measures covering, for example, changes in thermal and salinity regimes, physical damage, physical loss and marine acidification. The Member State comments that it cannot estimate if GES will be achieved or not by 2020, given knowledge gaps.;;
DE ;BAL ;13 and 14;D8;;PoM addresses MSFD needs to progress towards GES. Pressures and activities reported in Article 8 are addressed, in addition to GES and targets. The Member State comments that it cannot estimate if GES will be achieved or not by 2020, given knowledge gaps.;;
DE ;BAL ;13 and 14;D9;;PoM addresses MSFD needs to progress towards GES. In combination with the D8 measures, the German PoM addresses the reported pressures, activities, GES and targets. The Member State comments that it cannot estimate if GES will be achieved or not by 2020, given knowledge gaps.;;
DE ;BAL ;13 and 14;D10;;PoM addresses MSFD needs to progress towards GES. The PoM addresses both macro- and micro-litter by targeting relevant human activities in both subregions. As such, pressures, GES and targets are addressed. The Member State comments that it cannot estimate if GES will be achieved or not by 2020, given knowledge gaps.;;
DE ;BAL ;13 and 14;D11;;PoM partially addresses MSFD needs to progress towards GES. The PoM addresses the reported pressures and activities. They also mostly address GES and targets (no measure to address the EMF related issuesThe Member State comments that it cannot estimate if GES will be achieved or not by 2020, given knowledge gaps. Nevertheless, it should be noted that the Member State reports a D11 PoM with several good practices, such as the coverage of light disturbance and setting a legal noise limit.;;
DE ;BAL ;13 and 14;D1, 4 – Birds;;PoM addresses MSFD needs to progress towards GES. The PoM addresses the relevant pressures, including by-catch, but also visual disturbance and habitat loss. GES and targets are addressed. The Member State comments that it cannot estimate if GES will be achieved or not by 2020, given knowledge gaps;;
DE ;BAL ;13 and 14;D1, 4 – Fish;;PoM addresses MSFD needs to progress towards GES. Relevant pressures, such as extraction of species, will be addressed in addition to GES and targetsThe Member State comments that it cannot estimate if GES will be achieved or not by 2020, given knowledge gaps.;;
DE ;BAL ;13 and 14;D1, 4 Mammals;;PoM addresses MSFD needs to progress towards GES. The PoM addresses significant pressures for mammals, such as by-catch caused by fisheries and underwater noise from various human activities. GES and targets are also addressed. The Member State comments that it cannot estimate if GES will be achieved or not by 2020, given knowledge gaps;;
DE ;BAL ;13 and 14;D1, 4 - Water column habitats;;PoM partially addresses MSFD needs to progress towards GES. Even though the Member State does not report measures that specifically address water column habitats, measures reported for seabed habitats and species groups will partially address water column habitat pressures and GES. Furthermore, measures from other descriptors (D2, D5, D8) are likely going to support the achievement of GES for these habitats, however, Germany does not explain how this will be done. The Member State comments that it cannot estimate if GES will be achieved or not by 2020, given knowledge gaps.;;
DE ;BAL ;13 and 14;D1, 4, 6 – Seabed habitats;;PoM partially addresses MSFD needs to progress towards GES. Pressures, GES and targets are partially addressed. The PoM addresses activities that cause physical damage and loss, in particular from fishing activities. The Member State comments that it cannot estimate if GES will be achieved or not by 2020, given knowledge gaps.;;
ES;ATL;13 and 14;D2;;PoM addresses MSFD needs to progress towards GES. Spain has an extensive PoM which combines measures that tackle NIS introduction and address all important pathways / human activities, as well as existing NIS management and eradication efforts, through a mix of direct actions as well as indirect ones focusing on studies and awareness raising actions. As such, pressures as well as GES and target components are addressed by the reported PoM. However, Spain does not report if it expects for GES to be achieved by 2020.;;
ES;ATL;13 and 14;D3;;PoM addresses MSFD needs to progress towards GES. Pressures, GES and target components are addressed by the PoM in all subdivisions. However, it should be noted that given the state of fisheries resources in the Mediterranean, it is not clear whether the management measures represent a sufficient departure from the status quo to sufficiently address the problem. Spain does not report if it expects for GES to be achieved by 2020.;;
ES;ATL;13 and 14;D5;;PoM partially addresses MSFD needs to maintain GES. Although the PoM is very extensive and comprehensive, nutrient emissions from fishing activities do not appear to be addressed, although these are identified as relevant by the Member State in its Article 8. GES and targets are addressed. Spain reports GES is already achieved for D5 in all subdivisions. This provided that the relevant measures are assessed as adequate under the WFD. These results are pending the WFD assessment.;;
ES;ATL;13 and 14;D7;;"PoM addresses MSFD needs to maintain GES in the Atlantic; and partially addresses MSFD needs in the Mediterranean. While pressures as well as GES and target components are addressed by the reported measures, it is not clear if and how desalination in the Mediterranean Sea has been covered. Spain considers that GES for D7 is already achieved, and the new measures set up are therefore intended to maintain this.";;
ES;ATL;13 and 14;D8;;PoM addresses MSFD needs to progress towards GES. The PoM addresses the pressures and activities reported in Article 8, as well as the GES and target definitions. Spain does not report if GES will be achieved by 2020.;;
ES;ATL;13 and 14;D9;;PoM addresses MSFD needs to progress towards GES. The PoM addresses the pressures and activities reported in Article 8. GES and targets are also covered. Nevertheless, Spain does not report if it expects for GES to be achieved by 2020.;;
ES;ATL;13 and 14;D10;;PoM addresses MSFD needs to progress towards GES. All relevant pressures and activities reported by Spain in its Article 8, GES and targets are addressed by the PoM. Some measures also address other pressures (microlitter) and activities (such as port operations) and enable to fill knowledge gaps. However, Spain does not report if it expects for GES to be achieved by 2020.;;
ES;ATL;13 and 14;D11;;PoM partially addresses MSFD needs to progress towards GES. Most activities reported under Article 8 as well as the GES and targets definitions have been addressed. Few relevant human activities identified by Spain in its Article 8 do not appear to be covered. Spain does not report if it expects for GES to be achieved by 2020.;;
ES;ATL;13 and 14;D1, 4 – Birds;;PoM addresses MSFD needs to progress towards GES. Pressures, GES and targets are addressed. However, Spain does not report if it expects for GES to be achieved by 2020.;;
ES;ATL;13 and 14;D1, 4 – Fish;;PoM addresses MSFD needs to progress towards GES. Pressures, GES and targets are addressed. However, Spain does not report if it expects for GES to be achieved by 2020.;;
ES;ATL;13 and 14;D1, 4 Mammals;;PoM addresses MSFD needs to progress towards GES. Pressures, GES and targets are addressed. However, Spain does not report if it expects for GES to be achieved by 2020.;;
ES;ATL;13 and 14;D1, 4 - Water column habitats;;PoM addresses MSFD needs to progress towards GES. Pressures, GES and targets are addressed. However, it should be noted that no conclusion can be made on the timeline.;;
