Country;Descriptor;AssessmentCriteria;MSFDArticle;Assessment;Conclusions;Criteria;OverallScore;OverallAssessment
Malta;D1;Adequacy;Targets (Article 10);"Malta has defined 14 proposed targets and three proposed interim targets organized according to the following categories: benthic habitats, water column habitats, seabirds, sea turtles, cetaceans and fish and demersal elasmobranchs. The targets include state, management and knowledge targets. The targets are accompanied by indicators of which 10 are indicated as still having to be developed. Six of the indicators include the word “or” in the texts indicating two different possible approaches for how the indicator might be developed or used. 

The targets for seabirds are the most specific and measurable referring to specific species and setting a threshold requiring the population of several species to remain stable. In regard to habitats, the reference to assessing whether coastal benthic habitats are at “good” status under the WFD potentially allows at least one target for benthic habitats to be measureable. Both for benthic habitats and fish associated with specific habitats, one of the targets requires that the “species composition and/or abundance” remains stable. The concepts of species composition and abundance are however very different and can lead to very different outcomes. The species composition could remain the same even with significantly reduced species abundances. 

The targets in general are not complete, with many aspects still under development and lack ambition as they mostly require the status of the biological components to remain stable or be maintained, except in the case of seabirds for which a number of targets require a reduction in the level of pressure (by-catch, pollution). 

For sea turtles and marine mammals there are currently only knowledge targets, the target for sea turtles has no deadline, the targets referring to benthic habitats are still unspecific referring to areas and habitats to be selected and with indicators only referring to two specific habitats (seagrass meadows and maerl beds), in regard to fish only demersal species are addressed. Combined the targets do not adequately cover the ecosystem as a whole. Lastly in the reporting sheet and for one target in the paper report it is indicated that they should be achieved by 2025 while GES should be achieved by 2020, this implies that these targets are not sufficient to achieve GES by 2020. ";No conclusion section.;"- The targets cover the main ecosystem components
- Some targets in particular those for seabirds are SMART
- Most targets remain unmeasurable
- Some targets are not finalised as is indicated by the use of the word “or” to indicate possible approaches
- Some targets have deadlines later than 2020 which is not in line with achieving GES by 2020";2;Partially adequate
Malta;D1;Consistency ;;"For biodiversity, Malta has taken an approach of coupling the GES definition with the targets, keeping the GES at a high qualitative level and providing more specific targets. The targets are often still incomplete and require further work, often due to a lack of knowledge as identified in the initial assessment. 

It is somewhat perplexing that the status of the condition of certain species groups such as marine mammals and turtles are judged as good with stable trends while there is insufficient data for setting any targets. ";;;;
Malta;D10;Adequacy;GES (Article 9);"Malta has defined GES for Descriptor 10 at the descriptor level but in a way that is not comparable to the definition as provided in Annex I of the MSFD. 

The GES definition also does not incorporate the criterion or indicators provided in the Commission Decision. The GES definition requires that litter entering the marine environment declines over time but makes no reference to impacts or concentrations of litter in the different types of marine habitats (e.g. beach, water column, seabed) or marine life. While the GES states that the input of litter should decrease it is not specified by what amounts making the GES statement rather weak. 

In the accompanying text it is also stated that achievement of the current GES is not measurable due to a lack of baseline data and that a lack of data also prevented the application of the other MSFD criteria. ";No conclusion section.;"- None of the criteria of the Commission Decision is used in the GES definition
- Qualitative definition but trend-based
- Reference to D1, 4 and 6
- Impacts listed in qualitative way";1;Inadequate
Malta;D10;Adequacy;Initial assessment (Article 8);The assessment of marine litter by Malta covers litter on the beach along the coastline, in the water column and on the seafloor as well as litter ingested by marine turtles. The assessment of litter concentrations refers to various studies as there are no official monitoring programmes. The data provided is quantitative but its coverage and temporal scale is limited, these gaps are well documented by Malta. The assessment also covers the types of litter with the largest component being plastic in all habitats. The main source of litter identified are beach users (mainly fast food items) and from land based sources rather than sea-based sources. No status judgements, trends or data on micro-plastics are provided due to data gaps such as a lack of temporal data. ;No conclusion section.;"- Information reported is substantial and adequate in light of the current state of knowledge
- Gaps in knowledge are well identified
- Good use made of existing data";3;Adequate
Malta;D10;Adequacy;Targets (Article 10);Malta has provided a single target to increase the current level of knowledge. The target does not refer to specific types of knowledge necessary to formulate more specific quantitative targets or a more specific quantitative GES definition. In the accompanying text it is specified that the research should focus on sources and impacts which also remains very non-specific. The target should be achieved by 2018 but it is not clear what should be achieved by then. ;No conclusion section.;"- Target is a qualitative knowledge targets
- Unclear what the expected outputs or types of knowledge should be";1;Inadequate
Malta;D10;Consistency ;;The GES and Targets defined by Malta for Descriptor 10 are both at a very low level of detail and qualitative while the initial assessment is considerably more detailed. The actual GES and Targets do not seem to make use of the Commission Decision while the structure of the initial assessment is largely based on the Commission Decision indicators.;;;;
Malta;D11;Adequacy;GES (Article 9);"Malta has defined GES for Descriptor 11 at descriptor level but its scope is reduced from the definition provided in Annex I of the MSFD. The Descriptor also does not make reference to the criteria and indicators provided in the Commission Decision, no reference is made to either impulsive or continuous sounds. 

The GES is qualitative and does not contain any thresholds, the use of the word “minimised” further complicates assessing whether GES is achieved. ";No conclusion section.;"- More limited scope than the Directive
- No reference to either impulsive or continuous noise";1;Inadequate
Malta;D11;Adequacy;Initial assessment (Article 8);The Maltese initial assessment describes the possible pressure from impulsive and continuous sounds but is very broad and contains some technical errors. The evaluation of the pressure from seismic surveys is very sparse and drilling sounds are assessed under the impulsive sound category while these should be assessed under continuous sounds. No conclusive judgements or trends are provided. Impacts or potential impacts on functional groups from underwater noise in Maltese waters are not investigated due to a lack of knowledge.;No conclusion section.;"- Qualitative assessment with some technical errors
- No description of impacts or possible impacts
- No conclusive trends and judgments are provided";1;Inadequate
Malta;D11;Adequacy;Targets (Article 10);"Malta has set one environmental target to cover D11. The target provided could actually be considered to be two separate knowledge targets, one to build knowledge on key species affected by noise and second how to streamline MSFD requirements in terms of underwater noise licensing and permitting procedures. 

The targets are more a statement of intention than a measurable target. The approach of the targets also deviates from the approach as set forth in the working group on noise and the Commission Decision. ";No conclusion section.;"- Statement of intent
- No measurable attributes";1;Inadequate
Malta;D11;Consistency ;;"The Maltese GES definition and environmental targets both refer to impacts on key species groups while the initial assessment does not assess impacts or potential impacts on animals and instead is focused on the level and sources of noise pressure. 

The GES definition and targets are consistent with each other but not with the initial assessment. ";;;;
Malta;D2;Adequacy;GES (Article 9);"For Descriptor 2, Malta defined GES at descriptor level. The definition remains very general and does not address any of the indicators or criteria as provided in the Commission Decision. In the accompanying text it is clarified that the GES definition applies to criterion 2.1 but not to criterion 2.2, Malta states that based on current levels of knowledge it is not possible to define criterion 2.2. Furthermore Malta states that the achievement of their current GES definition will only be possible when adequate knowledge on vectors and pathways is available. 

It should also be noted that the GES definition focuses specifically on invasive non-indigenous species and therefore does not address all non-indigenous species which can be problematic as it is not always known which non-indigenous species will turn out to be an invasive species. The baseline for the GES definition is indicated as being the current situation as it refers to new invasive NIS. ";No conclusion section.;"- GES defined only for criterion 2.1
- The GES definition is very general and does not meet the minimum requirements (no further increase of NIS, no new introductions, no further spreading where possible)
- The achievement of GES cannot be assessed due to an insufficiently precise definition";1;Inadequate
Malta;D2;Adequacy;Initial assessment (Article 8);"Malta has reported 56 NIS and has identified 26 as being invasive or potentially invasive in the Central Mediterranean Sea. The main vectors identified are the Suez Canal, shipping, floating structures, cultural activities and the aquarium trade. Specific hotspots of NIS are identified and the abundance of NIS when encountered are ranked from having a low to high abundance of NIS or the abundance is indicated as not known. The abundance and spatial distribution of NIS however is not known by Malta for the majority of NIS. The trend of NIS is indicated as increasing in particular since the 1960s and the status in the reporting sheet is indicated as not good.

The assessments confidence level is considered low for all NIS except 2 for which the confidence level is considered medium. The data is mainly from snapshot studies and quantified data and data on impacts is indicated as mostly lacking. ";No conclusion section.;"- The main vectors of introduction are identified
- A trend and judgement is provided
- Some data on NIS abundances are provided";3;Adequate
Malta;D2;Adequacy;Targets (Article 10);"Malta has reported two targets and three associated indicators for D2.The targets that are indicated as being interim targets focused on collecting data and closing knowledge gaps. 

The targets should be achieved by 2018 but they lack clear thresholds or described outputs. For Target 1, it is stated that “efforts” should be undertaken, which does not indicate a high level of commitment while for Target 2, the use of “and/or” in the indicator text implies that it is not certain that an evaluation report will actually be prepared. 

Furthermore the second indicator for Target 1 does not clarify at how many areas NIS will be recorded or the relevance of these areas for NIS monitoring. ";No conclusion section.;"- The targets are interim knowledge and data targets but remain vague
- The targets are not SMART
- Some of the wording indicates a low level of commitment";1;Inadequate
Malta;D2;Consistency ;;"The consistency between the three articles is generally high with the accompanying texts explaining the approaches. The GES is formulated at a low level of detail which Malta explains as being due to a lack of data and knowledge which the interim targets should address. Both the targets and GES however show a rather low level of ambition. 

Furthermore while it is indicated that the initial assessment is not at a high level of confidence it does already contain specific conclusions such as the fact that the documented NIS distribution shows that harbours/port areas are the main points of entry for NIS while such conclusions are not reflected in the GES definition or targets.";;;;
Malta;D3;Adequacy;GES (Article 9);"Malta has defined GES for Descriptor 3 at the descriptor level but the definition incorporates criterion 3.3 of the Commission Decision. The GES definition remains at a high level and does not refer to the indicators provided in the Commission Decision nor does it cover criteria 3.1 and 3.2. 

Malta, in its accompanying text, states that the qualitative GES definition is based on the management measures put forward in three of Malta’s Fisheries Management Plans. Furthermore the GES definition states that it applies to selected commercial species while GES for Descriptor 3 should cover all commercially exploited stocks to be compliant with the MSFD. 

In addition, the Member State-specific approach by Malta may make it complicated to compare GES in Malta to that in the waters of the other EU Member States in the marine region. ";No conclusion section.;"- The GES definition does not cover criterion 3.1 and 3.2 of the Commission Decision
- The GES definition does not incorporate the Commission Decision indicators
- The GES is very specific to Malta making successful regional comparisons unlikely";1;Inadequate
Malta;D3;Adequacy;Initial assessment (Article 8);"The initial assessment by Malta is comprehensive covering fleets, fish stocks and fisheries impacts. An overview of the fishing fleet is provided by describing the number of vessels in categories. 

First vessels are categorized based on if they are professional fishing vessels operating full time or part time, recreational fishing vessels or auxiliary vessels used in fishing operations. Fleets are also described according to the number of ships within each type such as trawlers, multipurpose ships and within the five traditional types. 

Stocks are described first by the landings for the main targets species, for eight species for which STECF data was available in relation to Fmsy, and finally according to the indicators provided for criterion 3.3 in the Commission Decision. The six sub-regional stocks for which there was data from STECF were all considered over exploited although the Maltese landings never covered more than 3% of the total landings in the sub-region. In the case of pelagic stocks assessed at the regional scale, Bluefin tuna was found to be below the reference target F0.1 value while swordfish were considered slightly overexploited. 

Finally ten species were assessed in relation to the mean size of first sexual maturation (seven teleosts and three elasmobranch species) and the mean maximum length and fish length distribution observed in research vessels were provided. None of the length-based data is accompanied by a judgement of the status or an assessment of the trend but the data provided covers the years 2005 through to 2012. 

No judgement on the level of pressure from fisheries are provided, although is also mentioned that stocks should be judged at regional scale to be meaningful. Impacts from by-catch and impacts on the seafloor are briefly described. ";No conclusion section.;"- Fleets assessed
- Fishing effort assessed
- Impacts of fisheries assessed
- Data gaps identified and described";3;Adequate
Malta;D3;Adequacy;Targets (Article 10);"Malta has defined two environmental targets to cover D3. The first target is a close approximation of the Maltese GES definition for Descriptor 3, although it does not refer to criterion 3.3 of the Commission Decision. The target should be achieved by 2020 but its formulation remains rather weak, as it states that the measures should be implemented with a “view to ensure sustainability of the stocks.” Additionally, as with the GES definition, the concept of sustainable exploitation is not explained in relation to MSY. The accompanying text however explains in more detail the targets of the fisheries management plans which are generally SMART (e.g. 20% reduction in fishing effort of the lampara fishery). 

The second target is a broad knowledge target, which is set based on advice from STECF. This target is not SMART. Malta also states that in order for stocks to be managed sustainable in most cases regional targets need to be defined to be effective. ";No conclusion section.;"- Targets not SMART
- Targets linked to Malta fisheries management plans but these also do not seem to contain state targets requiring stocks to be exploited at Fmsy or to be within safe biological limits";1;Inadequate
Malta;D3;Consistency ;;"Both the GES definition and the targets refer to the Fisheries Management Plans that are already in place in Malta. Neither the GES definition nor the targets refer to MSY reference points. 

While the GES is not defined using the Commission Decision indicators, the initial assessment does use these indicators when reporting on the current status, judgements in relation to GES are not provided however. The initial assessment also refers to indicator 3.1.1 fishing mortality (F) of the Commission Decision while criterion 3.1 or indicator 3.1.1 are not incorporated in the GES definition or the targets. ";;;;
Malta;D4;Adequacy;GES (Article 9);Malta has not defined GES for Descriptor 4. In the paper report, Malta provides a justification for the lack of definition for Descriptor 4. It highlights that because of a dearth of information and knowledge it could not apply any of the criteria and indicators for D4 at this stage. As for the other data and knowledge gaps, Malta mentions the use of the monitoring programme to address these gaps.;No conclusion section.;- Not reported;0;Not reported
Malta;D4;Adequacy;Initial assessment (Article 8);"From Descriptor 1, 4, 6 assessment (Partially adequate; 2):

Ecosystems
Malta has not reported at the ecosystem level. ";No conclusion section.;- Not reported;0;Not reported
Malta;D4;Adequacy;Targets (Article 10);Not reported.;No conclusion section.;- Not reported;1;Inadequate
Malta;D4;Consistency ;;Not reported.;;;;
Malta;D5;Adequacy;GES (Article 9);"Malta has defined GES for Descriptor 5 at criteria level. The definition is the same in the reporting sheets and in the paper report, but in the paper report, Malta has added the three criteria of the Commission Decision and a number of indicators. 

GES is defined in broad terms but is in line with the definition in Annex I of the MSFD and covers all the criteria laid out for Descriptor 5 in the Commission Decision 2010/477 (nutrient concentrations, direct effects and indirect effects). It is not clear if the reference to biological communities will relate to phytoplankton, benthic vegetation or faunal communities, the latter resulting from reduced dissolved oxygen levels. No indicators are presented.

While baseline conditions have been established for nutrient and chlorophyll-a levels (based on 2012 WFD monitoring of coastal waters), thresholds are not provided. There are also neither baseline conditions nor threshold values for either direct or indirect impacts. It is clear that there is a shortfall in knowledge with regard to marine trophic status monitoring and assessment in Maltese marine waters (as with many other Mediterranean MSs). While Malta appears to have begun to address this issue in terms of its broad definitions, it is not clear what (if any) further information could be offered at this stage.

Since the determination of GES is to be based on WFD monitoring surveys undertaken in 2012, it is very likely that MSFD normative definitions of GES for nutrient and chlorophyll levels will match those of the WFD in coastal waters.

No international approach is mentioned. UNEP/MAP has an outline strategy for monitoring and managing eutrophication in the Mediterranean, but this involves only a screening methodology for assessment purposes. ";No conclusion section.;"- No indicators are provided
- No Thresholds are defined
- The reference to biological communities is unclear to which communities it refers to
- It is inferred but insufficiently specified that the MSFD GES will link to the WFD normative definitions of GES for coastal waters";1;Inadequate
Malta;D5;Adequacy;Initial assessment (Article 8);"Malta has carried out an initial assessment on the pressures and impacts from eutrophication. The assessment is qualitative and quantitative and covers nitrogen and phosphorus, and to a lesser extent organic matter. Silicate is not covered but this is no surprise, since phosphorus is regarded as the primary limiting nutrient, with N:P ratios being most significant in the naturally oligotrophic waters.

Loads and concentrations of nitrogen and phosphorus are provided; for organic matter only loads are indicated. Although data on nitrogen and phosphorus loading gathered from 2003 and 2008 suggest that the situation worsened substantially during the intervening period, Malta is careful to downplay such conclusions, suggesting that the large increase in terrestrial-derived loads calculated on the latter occasion is due primarily to differences in the quantity and quality of data available. Moreover, due to the construction of new/upgraded municipal wastewater treatment plants since 2008 (completed by 2011) the situation is now likely to be substantially different. Agricultural runoff and marine aquaculture are indicated as the main sources of eutrophication. 
 
The assessment appears to cover all potential impacts (notably with regard to aquaculture impacts) but contains relatively little information. No conclusive judgements are provided, even though there is some information that can be indicative of the current status. The results of the 2012 WFD baseline surveys are indicative of generally low nutrient concentrations. The status of the seabed and water column/habitats is unknown (no judgements are made on the level of impact, although <5% of the water column and seabed are believed to be impacted, and these areas are close to land with poor mixing, e.g. harbours). Reference is made to WFD reports and to the Barcelona Convention's Strategic Action Plan. ";No conclusion section.;"- Qualitative and quantitative
- Covers all the relevant nutrients
- Assessment of organic matter and impacts is not very detailed
- No conclusive judgment on the level of pressure or impacts is provided
- Reference is made to WFD and SAP MED";2;Partially adequate
Malta;D5;Adequacy;Targets (Article 10);"Malta has defined one environmental target and two indicators to address eutrophication (one of which is still not determined). 

It does not refer to any particular eutrophication pressure or impact, and can be read in two distinct ways: if GES for Descriptor 5 is not achieved or is at risk of not being achieved, then further measures should be developed, thereby repeating the overall aim of the MSFD; if available data suggest that the existing eutrophication monitoring programme results lack sensitivity or sufficient spatial resolution, the monitoring should be improved. Although the target it is effectively a restatement of GES, it will allow achieving GES but perhaps not by 2020 since the target refers to long-term data. ";No conclusion section.;"- Target rephrases the GES definition
- Target does not address any specific pressures or impacts
- Target is sufficient to achieve GES but perhaps not by 2020";1;Inadequate
Malta;D5;Consistency ;;"It is not clear whether the assessment of the pressures and their impacts is entirely consistent with Malta’s determination of GES, particularly with regard to indirect effects, since it is not known what the MS intends to monitor and use as indicators for these. While it appears that chlorophyll-a concentration is to be used as an indicator of a direct impact of nutrient enrichment, it is very unclear whether any monitoring of benthic macrovegetation or shifts in floristic composition is to be undertaken, which could mean that only the water column and not the seabed is monitored. Pressures and impacts are discussed in the initial assessment, but an improved method/system of quantifying nutrient loads to the marine environment is required if suspected eutrophication impacts are to be proved beyond reasonable doubt.

The single target could cover all impacts, depending on the indicators chosen, and by choosing nutrient concentrations in the marine environment rather than nutrient loading from specified land-based sources, effectively all pressures are included. Thus, any particular pressures or impacts which were identified specifically in the initial assessment could be said to be included in the target.

Monitoring will be required to test the efficacy of existing nutrient management measures and if significant impacts or increases in marine nutrient levels are identified, there will be a need to revisit the measures currently in place. Since the eutrophication target can be read as a restatement of the overall MSFD aim with regard to eutrophication, where GES is not achieved there will be a need to reduce pressures/impacts in affected areas, but not necessarily in all areas.";;;;
Malta;D6;Adequacy;GES (Article 9);"From Descriptor 1, 4, 6 assessment (Partially adequate; 2):

Malta has defined GES for the biodiversity descriptors at the criteria and indicator level in the paper report. In the reporting sheet, only the general GES statements are provided, the criteria and indicators from the Commission Decision are not provided. Malta has defined GES for Descriptor 1 and Descriptor 6 together, bringing together a mix of the criteria and indicators corresponding to the two descriptors in a single definition. 

Malta has defined GES for Descriptors 1 and 6 through four GES statements:
• The natural range and extent of marine habitats and species are stable, or otherwise in line with the physiographic and climatic conditions, taking into consideration the sustainable use of the marine environment.
• The population abundance of key marine species is stable and their population dynamics are indicative of long-term viability.
• The structure and function of marine habitats ensure their long-term viability
• The long-term viability of key marine habitats is not compromised by anthropogenic pressures and impacts.

Each GES statement is further specified through a number of criteria and indicators that are verbatim copies of those provided in the Commission Decision. Criteria and indicators provided for D1 and D6 in the Commission Decision are combined for certain GES statements (e.g. on the structure and function of marine habitats). 

All the criteria for D1 are included in the definition except criterion 1.7 on the ecosystem structure. A number of indicators are not included (e.g. 1.1.2 or 1.4.2). All the criteria for D6 are included. A number of indicators are not covered (e.g. 6.1.1). 

The overall definition of GES for D1 and D6 remains at a qualitative level. The criteria and indicators included in the definition are a copy of those of the Commission Decision. They are not further specified through parameters, threshold values or trends. The standalone GES does not contain specific parameters or thresholds and is therefore not measurable. Malta does not specify what species or habitats are covered by the definition, which could imply that all relevant species and species groups (mammals, fish, birds, cephalopods and reptiles) and habitats (seabed and water column) are effectively covered. In two GES statements, Malta refers to “key marine species” and “key marine habitats”, without providing further information as to what these are (i.e. Protected species and habitats? Species and habitats of national interest?) 

However, Malta specifies in its accompanying text that the achievement of GES is tied to the achievement of the environmental targets and therefore that the parameters for the achievement of GES (biological components, thresholds, etc.) are defined in the targets. The targets proposed by Malta cover a number of seabed and water column habitats, a number of bird species, one mammal and one reptile species and a number of fish species. Cephalopods are anyway not covered. 

In the first GES statement, Malta uses a baseline in the sense of reference conditions, i.e. in line with the physiographic and climatic conditions, but adds a condition for the sustainable use of the marine environment. In the other GES statements, Malta refers to the rather imprecise notion of “long-term viability”, with no further specification at criteria or indicator levels. In the first two GES statements, Malta requires that there is no further deterioration in the state of the marine environment (“stable”). 

The definition of GES does not contain any reference to other EU legislation (e.g. the Habitats Directive) or to any regional or international agreements. Protected species and habitats as per the Habitats Directive are not directly referred to (although the term “key” could relate to these). 

In its accompanying text, Malta describes in some detail the reasons why it has not included certain criteria and indicators in the GES biodiversity definition. The main reasons include data gaps, and lack of knowledge as well as lack of assessment methodologies. In terms of future plans, Malta specifies that the monitoring programme will address the data gaps in order to apply the criteria and indicators missing in the next implementation cycle. ";"From Descriptor 1, 4, 6 assessment (Partially adquate; 2):

No conclusion section.";"From Descriptor 1, 4, 6 assessment:

- GES defined for all criteria except criteria 1.7
- The GES definition has deconstructed the Annex I definition into more specific  GES statements that are then linked to the Criteria and Indicators provided in the Commission Decision
- GES remains defined at a qualitative level
- The GES is linked to the targets but by itself does not contain measurable attributes";2;Partially adequate
Malta;D6;Adequacy;Initial assessment (Article 8);"From Descriptor 1, 4, 6 assessment:

Pressures (physical loss and physical damage) (Partially adequate, 2):

The Maltese assessment of physical loss and physical damage is very limited. Physical loss is attributed mainly to harbour and marina construction as well as dumping at a designated national spoil ground. The area affected by physical loss has not been quantified, the potential impacts of physical loss are described but no assessment has been made of their impact on the environment. 

Reporting on physical damage identifies some causes such as changes in siltation due to discharges and runoff, anchoring, and disposal of inert material and trawling.  An assessment of physical damage has not been done although some potential known impacts are described. In the report regarding trawling impacts a reference is made to a report comparing changes in benthic community structure within fisheries management zones and outside of them. The species studied however include mobile species so the study is not necessarily relevant to physical damage. It is also mentioned that trawling is forbidden in areas characterized by Posidonia Oceanica meadows and other sensitive beds although some trawling zones coincide with bottoms where maerl beds have been documented. No further explanation or references to studies on the effects on maerl beds or other biogenic habitats are provided.

Judgements or trends on physical loss and physical damage are not provided. Malta has explained that there are no judgments due to the fact that for these pressures, level of pressure is not quantified. No justification is provided for not describing trends but this is likely due to the lack of quantified data as well.

Biological features (Partially adequate; 2):

Habitats
Malta has produced a separate report for benthic and water column habitats. The benthic habitat reporting ranges from shallow to bathyal habitats. The assessment covers a wide range of habitats but the data provided is mostly of a general data and, where judgements are provided, these are largely qualitative expert judgements. The assessments indicates “good status” for all habitats assessed except for littoral sediment, but the confidence levels of the judgements are low in 66% of cases, 11% moderate and 23% high. The data is often judged as providing an incomplete picture of the situation and status judgements and habitat extents are often based on extrapolated data. Impacts on specific habitats are described in a general fashion without an assessment of the current levels of pressure.";"From Descriptor 1, 4, 6 assessment:

Pressures:
No conclusion section (Partially adequate; 2).

Features:
No conclusion section (Partially adequate; 2).";"From Descriptor 1, 4, 6 assessment:

Pressures:
- The different types and causes of physical loss and damage are reported  but the information is limited
- Mainly qualitative data 
- No trends and judgements have been provided.

Features:
- Information is mainly qualitative but covers most habitat types and functional/species groups (although not always in great detail)
- Trends and judgements on status are provided in many cases
- Not all functional groups are addressed
- The ecosystem as a whole has not been assessed.
";2;Partially adequate
Malta;D6;Adequacy;Targets (Article 10);"From Descriptor 1, 4, 6 assessment (Partially adequate; 2):

Malta has defined 14 proposed targets and three proposed interim targets organized according to the following categories: benthic habitats, water column habitats, seabirds, sea turtles, cetaceans and fish and demersal elasmobranchs. The targets include state, management and knowledge targets. The targets are accompanied by indicators of which 10 are indicated as still having to be developed. Six of the indicators include the word “or” in the texts indicating two different possible approaches for how the indicator might be developed or used. 

The targets for seabirds are the most specific and measurable referring to specific species and setting a threshold requiring the population of several species to remain stable. In regard to habitats, the reference to assessing whether coastal benthic habitats are at “good” status under the WFD potentially allows at least one target for benthic habitats to be measureable. Both for benthic habitats and fish associated with specific habitats, one of the targets requires that the “species composition and/or abundance” remains stable. The concepts of species composition and abundance are however very different and can lead to very different outcomes. The species composition could remain the same even with significantly reduced species abundances. 

The targets in general are not complete, with many aspects still under development and lack ambition as they mostly require the status of the biological components to remain stable or be maintained, except in the case of seabirds for which a number of targets require a reduction in the level of pressure (by-catch, pollution). 

For sea turtles and marine mammals there are currently only knowledge targets, the target for sea turtles has no deadline, the targets referring to benthic habitats are still unspecific referring to areas and habitats to be selected and with indicators only referring to two specific habitats (seagrass meadows and maerl beds), in regard to fish only demersal species are addressed. Combined the targets do not adequately cover the ecosystem as a whole. Lastly in the reporting sheet and for one target in the paper report it is indicated that they should be achieved by 2025 while GES should be achieved by 2020, this implies that these targets are not sufficient to achieve GES by 2020. ";"From Descriptor 1, 4, 6 assessment:

No conclusion section (Partially adequate; 2).";"From Descriptor 1, 4, 6 assessment:

- The targets cover the main ecosystem components
- Some targets in particular those for seabirds are SMART
- Most targets remain unmeasurable
- Some targets are not finalised as is indicated by the use of the word “or” to indicate possible approaches
- Some targets have deadlines later than 2020 which is not in line with achieving GES by 2020.";2;Partially adequate
Malta;D6;Consistency ;;"For biodiversity, Malta has taken an approach of coupling the GES definition with the targets, keeping the GES at a high qualitative level and providing more specific targets. The targets are often still incomplete and require further work, often due to a lack of knowledge as identified in the initial assessment. 

It is somewhat perplexing that the status of the condition of certain species groups such as marine mammals and turtles are judged as good with stable trends while there is insufficient data for setting any targets. ";;;;
Malta;D7;Adequacy;GES (Article 9);"Malta has defined GES for Descriptor 7 at descriptor level in the paper report and in the reporting sheets. The definition is very general and does not cover any of the criteria of the 2010 Commission Decision. In addition, elements such as “in so far as practicable” and “to the extent possible” reduce the scope of the definition in relation to the MSFD definition. 

The definition adds a few specifications to the MSFD definition, but they are not adequately defined or explained (“significant”, “adverse”, “key habitats and species”). A justification is provided for not using indicator 7.2.2, although this is not supported by references; no justification is provided with regard to indicators 7.1.1 and 7.2.1. No clear plans are described to address gaps in knowledge. 

Although the definition of GES does not refer to the WFD, the accompanying text states that “achievement of this GES in coastal waters should be linked to any measures stipulated as part of the EU Water Framework Directive to address hydromorphological objectives”. No explicit reference is made to UNEP/MAP approach (but no such reference is known to date). The report refers instead to the OSPAR guidelines, but its relevance is not demonstrated.";No conclusion section.;"- GES is a close approximation of the Definition provided in the 2010 Commission Decision
- Phrasing of the GES reduces the scope of the GES in relation to the Descriptor provided in Annex I of the MSFD
- None of the Criteria or Indicators of the Commission Decision are covered
- Achievement of GES cannot be assessed";1;Inadequate
Malta;D7;Adequacy;Initial assessment (Article 8);"Malta has carried out an initial assessment on the level of pressure and impacts of hydrographical changes. While in the reporting sheets the information covers both hydrographical changes and marine acidification, in the paper report only marine acidification is addressed. The information is limited and mostly qualitative. It is reported that only 1-5% of Maltese waters are impacted by hydrographical changes. These are mainly coastal waters as the only offshore activities in Maltese waters are two aquaculture installations. The main causes of pressure are the discharge of cooling waters from the two power stations at Marsa and Delimara, the discharge of brine from desalination plants and coastal development and dredging. The information on impacts is limited to the increase of temperature of surface water in the area of the Delimara power station and the potential impacts on seabed habitats, namely on Posidonia oceanica meadows. No judgements or trends on the current level of pressure or impacts are provided due to lack of knowledge.

The information on marine acidification is focused on pressures and is based on pH data resulting from the WFD baseline monitoring in 26 stations within WFD coastal water bodies. Industry and shipping are indicated as the major causes of CO2 emissions. No judgements or trends on the current level of pressure or impacts are provided due to lack of knowledge. ";No conclusion section.;"- Mainly qualitative and focused on pressures
- Pressures identified and acidification addressed
- No trends or conclusive judgments provided
- No clear plans to address knowledge gaps identified";1;Inadequate
Malta;D7;Adequacy;Targets (Article 10);"Malta has defined one environmental target to address Descriptor 7. The proposed target is measurable, achievable and realistic, but not specific to Descriptor 7 or time-bound. 

On one hand, the target is directly targeted to reducing impacts of human activities, provided they are submitted to regulation and provided that the existing regulatory regime is adapted, but on the other hand it is not specific to Descriptor 7, and it is not demonstrated that the existing regulation correctly address MSFD GES criteria and descriptors. 

The target addresses only new projects and although this is in line with OSPAR guidelines, these are not intended to be used beyond OSPAR areas. In addition, it will not sufficiently address cumulative impacts, or reduce impacts from existing projects/activities (according to the initial assessment, existing activities do cause pressures and impacts related to Descriptor 7). ";No conclusion section.;"- Target only partially measurable
- Target not clearly linked to GES definition
- Target not specific and only relevant to new large scale projects
- Existing projects that continue to exert pressure or have impacts are not addressed";1;Inadequate
Malta;D7;Consistency ;;"The assessment of the pressure and its impacts is consistent with Malta’s definition of GES for D7 as this definition is very general.

The target addresses only new projects and therefore will not reduce impacts from existing projects/activities; however, according to the initial assessment, existing activities do cause pressures and impacts related to Descriptor 7. It is not demonstrated that Malta waters are at GES (which would be necessary, given that the environmental target addresses only new and large scale projects), and that the existing regulatory regime for all activities can prevent significant degradation related to Descriptor 7 (this is not demonstrated). In these conditions, it is likely that the environmental target will not be sufficient to achieve GES.";;;;
