"MeasureCode","Sector","Use or activity","Region","Country_code","Country","Measure Impacts to","Feature code","Feature name","Water body","Pressure code","Pressure name","Pressure type","Pressure location","Ranking","Measure code","Measure name","Measure type recommended to address E02 and/or E03","measure purpose","Measure location","Measure response","Status","Origin of the measure","Nature of the measure","Spatial scope","Measure additional info","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TOTAL_impacts"
"HDSP524","Ports and traffic","not specified","MMED","ES","Spain","Species","2029","Globicephala melas","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF08","Reduce/eliminate marine contamination with litter",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Medidas determinadas en base a los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,0,0,1,0,2
"HDSP525","Ports and traffic","not specified","MMED","ES","Spain","Species","2029","Globicephala melas","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CH03","Reduce impact of other specific human actions",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Medidas determinadas en base a los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP526","Ports and traffic","not specified","MMED","ES","Spain","Species","2029","Globicephala melas","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Medidas determinadas en base a los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP527","Ports and traffic","not specified","MMED","ES","Spain","Species","2029","Globicephala melas","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Medidas determinadas en base a los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP528","Ports and traffic","not specified","MMED","ES","Spain","Species","2029","Globicephala melas","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CC05","Adapt/manage fossil energy installation, facilities and operation",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Medidas determinadas en base a los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,0,0,0,1,2
"HDSP529","Ports and traffic","not specified","MMED","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP530","Ports and traffic","not specified","MMED","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CC05","Adapt/manage fossil energy installation, facilities and operation",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,0,0,0,1,2
"HDSP531","Ports and traffic","not specified","MMED","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CG15","Other measures related to exploitation of species",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.",1,0,1,0,0,0,0,0,0,0,0,2
"HDSP532","Ports and traffic","not specified","MMED","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CA13","Reduce/eliminate marine pollution from agricultural activities",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,1,1,0,0,3
"HDSP533","Ports and traffic","not specified","MMED","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP534","Ports and traffic","not specified","MMED","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP535","Ports and traffic","not specified","MMED","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF12","Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP536","Ports and traffic","not specified","MMED","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CH03","Reduce impact of other specific human actions",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP537","Ports and traffic","not specified","MMED","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF08","Reduce/eliminate marine contamination with litter",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,0,0,1,0,2
"HDSP538","Ports and traffic","not specified","MMED","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP539","Ports and traffic","not specified","MMED","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,1,1,1,0,4
"HDSP540","Ports and traffic","not specified","MMED","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CC05","Adapt/manage fossil energy installation, facilities and operation",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,0,0,0,1,2
"HDSP541","Ports and traffic","not specified","MMED","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CG15","Other measures related to exploitation of species",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.",1,0,1,0,0,0,0,0,0,0,0,2
"HDSP542","Ports and traffic","not specified","MMED","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,1,1,1,0,4
"HDSP543","Ports and traffic","not specified","MMED","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF08","Reduce/eliminate marine contamination with litter",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,0,0,1,0,2
"HDSP544","Ports and traffic","not specified","MMED","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CH03","Reduce impact of other specific human actions",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP545","Ports and traffic","not specified","MMED","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CX02","Support conservation measures in countries outside the EU",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP546","Ports and traffic","not specified","MMED","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CX02","Support conservation measures in countries outside the EU",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP547","Ports and traffic","not specified","MMED","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF12","Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP548","Ports and traffic","not specified","MMED","ES","Spain","Species","2030","Grampus griseus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CA13","Reduce/eliminate marine pollution from agricultural activities",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas.",1,0,0,0,0,0,0,1,1,0,0,3
"HDSP549","Ports and traffic","not specified","MMED","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF12","Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP550","Ports and traffic","not specified","MMED","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CB12","Reduce marine pollution from forestry activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,0,3
"HDSP551","Ports and traffic","not specified","MMED","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CB12","Reduce marine pollution from forestry activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,0,3
"HDSP552","Ports and traffic","not specified","MMED","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CA13","Reduce/eliminate marine pollution from agricultural activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,0,3
"HDSP553","Ports and traffic","not specified","MMED","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CC05","Adapt/manage fossil energy installation, facilities and operation",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,1,2
"HDSP554","Ports and traffic","not specified","MMED","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,1,0,4
"HDSP555","Ports and traffic","not specified","MMED","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF08","Reduce/eliminate marine contamination with litter",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,1,0,2
"HDSP556","Ports and traffic","not specified","MMED","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CC05","Adapt/manage fossil energy installation, facilities and operation",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,1,2
"HDSP557","Ports and traffic","not specified","MMED","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CX02","Support conservation measures in countries outside the EU",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP558","Ports and traffic","not specified","MMED","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP559","Ports and traffic","not specified","MMED","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP560","Ports and traffic","not specified","MMED","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP561","Ports and traffic","not specified","MMED","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CH03","Reduce impact of other specific human actions",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP562","Ports and traffic","not specified","MMED","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CA13","Reduce/eliminate marine pollution from agricultural activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,0,3
"HDSP563","Ports and traffic","not specified","MMED","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,1,0,4
"HDSP564","Ports and traffic","not specified","MMED","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF08","Reduce/eliminate marine contamination with litter",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,1,0,2
"HDSP565","Ports and traffic","not specified","MMED","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP566","Ports and traffic","not specified","MMED","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CH03","Reduce impact of other specific human actions",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP567","Ports and traffic","not specified","MMED","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF12","Other measures related to residential, commercial, industrial and recreational infrastructures, operations and activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP568","Ports and traffic","not specified","MMED","ES","Spain","Species","2034","Stenella coeruleoalba","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CX02","Support conservation measures in countries outside the EU",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP569","Ports and traffic","not specified","MMED","ES","Spain","Species","2035","Ziphius cavirostris","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,1,0,4
"HDSP570","Ports and traffic","not specified","MMED","ES","Spain","Species","2035","Ziphius cavirostris","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CH03","Reduce impact of other specific human actions",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP571","Ports and traffic","not specified","MMED","ES","Spain","Species","2035","Ziphius cavirostris","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CH01","Reduce impact of military installations and activities",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP572","Ports and traffic","not specified","MMED","ES","Spain","Species","2035","Ziphius cavirostris","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CX02","Support conservation measures in countries outside the EU",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP573","Ports and traffic","not specified","MMED","ES","Spain","Species","2035","Ziphius cavirostris","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CE07","Other measures related to transport",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,0,1
"HDSP574","Ports and traffic","not specified","MMED","ES","Spain","Species","2035","Ziphius cavirostris","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CC14","Other measures related to extraction and energy exploitation activities",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,1,2
"HDSP575","Ports and traffic","not specified","MMED","ES","Spain","Species","2035","Ziphius cavirostris","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CC05","Adapt/manage fossil energy installation, facilities and operation",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,0,1,2
"HDSP576","Ports and traffic","not specified","MMED","ES","Spain","Species","2035","Ziphius cavirostris","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP577","Ports and traffic","not specified","MMED","ES","Spain","Species","2035","Ziphius cavirostris","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CF08","Reduce/eliminate marine contamination with litter",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,0,0,1,0,2
"HDSP578","Ports and traffic","not specified","MMED","ES","Spain","Species","2035","Ziphius cavirostris","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,"increase","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified","Conforme a lo planteado en los programas de medidas de las Estrategias Marinas y al criterio experto.",1,0,0,0,0,0,0,1,1,0,1,4
"HDSP579","Ports and traffic","not specified","MMED","ES","Spain","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"H","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,1,4
"HDSP580","Ports and traffic","not specified","MMED","ES","Spain","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CH03","Reduce impact of other specific human actions",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,0,0,0,0,1
"HDSP581","Ports and traffic","not specified","MMED","ES","Spain","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"H","CX02","Support conservation measures in countries outside the EU",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International",,1,0,0,0,0,0,0,0,0,0,0,1
"HDSP582","Ports and traffic","not specified","MMED","ES","Spain","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CC05","Adapt/manage fossil energy installation, facilities and operation",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,0,0,0,1,2
"HDSP583","Ports and traffic","not specified","MMED","ES","Spain","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CF08","Reduce/eliminate marine contamination with litter",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,0,0,1,0,2
"HDSP584","Ports and traffic","not specified","MMED","ES","Spain","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,1,0,0,0,0,0,0,0,0,2
"HDSP585","Ports and traffic","not specified","MMED","ES","Spain","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,1,0,4
"HDSP586","Ports and traffic","not specified","MMED","ES","Spain","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CE05","Manage/reduce/eliminate noise, light and other forms of pollution from transport",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,1,4
"HDSP587","Ports and traffic","not specified","MMED","ES","Spain","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CC11","Manage/reduce/eliminate marine pollution from resource exploitation and energy production",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,1,4
"HDSP588","Ports and traffic","not specified","MMED","ES","Spain","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CX02","Support conservation measures in countries outside the EU",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","International",,1,0,0,0,0,0,0,0,0,0,0,1
"HDSP589","Ports and traffic","not specified","MMED","ES","Spain","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","t",,"H","CA13","Reduce/eliminate marine pollution from agricultural activities",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,1,1,0,0,3
"HDSP590","Ports and traffic","not specified","MMED","ES","Spain","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"H","CC05","Adapt/manage fossil energy installation, facilities and operation",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,0,0,0,1,2
"HDSP591","Ports and traffic","not specified","MMED","ES","Spain","Species","2621","Balaenoptera physalus","Not specified","E02","Shipping lanes and ferry lanes transport operations","p",,"H","CH03","Reduce impact of other specific human actions",0,"maintain","inOut","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","Not specified",,1,0,0,0,0,0,0,0,0,0,0,1
