"MeasureCode","Sector","Use or activity","Region","Country_code","Country","Measure Impacts to","Feature code","Feature Name","Water body category","Pressure code","Pressure name","Pressure type","Pressure location","Ranking","Measure code","Measure name","Measure type recommended to address E02 and/or E03","Measure purpose","Measure location","Measure response","Status","Origin of the measure","Nature of the measure","Spatial scope","Measure additional info","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TOTAL_impacts"
"HDH442","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CN01","Adopt climate change mitigation measures",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,1,1,1,1,1,1,1,1,1,1,11
"HDH443","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CF02","Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH444","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CE01","Reduce impact of transport operation and infrastructure",1,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH445","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CJ01","Reduce impact of mixed source pollution",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,0,0,4
"HDH446","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CF08","Reduce/eliminate marine contamination with litter",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,1,0,3
"HDH447","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CA13","Reduce/eliminate marine pollution from agricultural activities",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,0,0,4
"HDH448","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CA13","Reduce/eliminate marine pollution from agricultural activities",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,0,0,4
"HDH449","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CF02","Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH450","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CG08","Reduce/eliminate marine pollution from marine aquaculture",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,1,1,0,1,1,0,0,5
"HDH451","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,1,0,0,1,0,0,0,0,0,3
"HDH452","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CF08","Reduce/eliminate marine contamination with litter",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,1,0,3
"HDH453","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CE01","Reduce impact of transport operation and infrastructure",1,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH454","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CJ01","Reduce impact of mixed source pollution",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,0,0,4
"HDH455","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1170","Reefs","Open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,1,0,0,1,0,0,0,0,0,3
"HDH456","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1170","Reefs","Open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CF02","Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH457","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1170","Reefs","Open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CN01","Adopt climate change mitigation measures",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,1,1,1,1,1,1,1,1,1,1,11
"HDH458","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1170","Reefs","Open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CS04","Manage other native species",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH459","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1170","Reefs","Open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CI03","Management, control or eradication of other invasive alien species",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,1,0,0,0,1,0,0,0,0,0,3
"HDH460","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1170","Reefs","Open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CI05","Management of problematic native species",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH461","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1170","Reefs","Open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CH03","Reduce impact of other specific human actions",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH462","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1170","Reefs","Open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CJ01","Reduce impact of mixed source pollution",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,0,0,4
"HDH463","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1170","Reefs","Open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CN02","Implement climate change adaptation measures",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,1,1,1,1,1,1,1,1,1,1,11
"HDH464","Ports and traffic","not specified","MMED","GR","Greece","Habitats","1170","Reefs","Open sea","E02","Shipping lanes and ferry lanes transport operations","t",,"M","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,1,0,0,1,0,0,0,0,0,3
"HDH465","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,"maintain","in","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,1,0,0,1,0,0,0,0,0,3
"HDH466","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CE04","Manage/reduce/eliminate marine pollution from transport",0,"maintain","in","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,0,0,4
"HDH467","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,1,0,3
"HDH468","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"maintain","in","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,1,0,5
"HDH469","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,"maintain","in","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,1,0,0,1,0,0,0,0,0,3
"HDH470","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,"maintain","in","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,1,0,5
"HDH471","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,"maintain","in","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,1,0,0,1,0,0,0,0,0,3
"HDH472","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CE04","Manage/reduce/eliminate marine pollution from transport",0,"maintain","in","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,0,0,4
"HDH473","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,"maintain","in","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,1,0,0,1,0,0,0,0,0,3
"HDH474","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","lonTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,1,0,3
"HDH475","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,,,"medTerm","ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,1,0,0,1,0,0,0,0,0,3
"HDH476","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CF01","Manage conversion of land for construction and development of infrastructure",0,,,"medTerm","ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH477","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CJ01","Reduce impact of mixed source pollution",0,,,"medTerm","ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,0,0,4
"HDH478","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CF01","Manage conversion of land for construction and development of infrastructure",0,,,"medTerm","ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH479","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CJ01","Reduce impact of mixed source pollution",0,,,"medTerm","ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,0,0,4
"HDH480","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"M","CG07","Manage changes in coastal conditions for marine aquaculture",0,,,"medTerm","ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,1,1,0,1,1,0,0,5
"HDH481","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CG07","Manage changes in coastal conditions for marine aquaculture",0,,,"medTerm","ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,1,1,0,1,1,0,0,5
"HDH482","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1160","Large shallow inlets and bays","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"M","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,,,"medTerm","ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,1,0,0,1,0,0,0,0,0,3
"HDH483","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1170","Reefs","Open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CF07","Reduce/eliminate marine pollution from industrial, commercial, residential and recreational areas and activities",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,1,0,5
"HDH484","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1170","Reefs","Open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CF08","Reduce/eliminate marine contamination with litter",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,1,0,3
"HDH485","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1170","Reefs","Open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,1,0,0,1,0,0,0,0,0,3
"HDH486","Ports and traffic","not specified","MMED","HR","Croatia","Habitats","1170","Reefs","Open sea","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,1,0,3
"HDH487","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,1,0,0,1,0,0,0,0,0,3
"HDH488","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CF10","Manage changes in hydrological and coastal systems and regimes for construction and development",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,1,0,0,0,0,3
"HDH489","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CF08","Reduce/eliminate marine contamination with litter",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,1,0,3
"HDH490","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CF11","Manage water abstraction for public supply and for industrial and commercial use",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,1,0,0,0,0,3
"HDH491","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CG08","Reduce/eliminate marine pollution from marine aquaculture",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,1,1,0,1,1,0,0,5
"HDH492","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CE01","Reduce impact of transport operation and infrastructure",1,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH493","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CF04","Reduce/eliminate point source pollution to surface or ground waters from industrial, commercial, residential and recreational areas and activities",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,1,0,5
"HDH494","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CF04","Reduce/eliminate point source pollution to surface or ground waters from industrial, commercial, residential and recreational areas and activities",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,1,0,5
"HDH495","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CF08","Reduce/eliminate marine contamination with litter",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,1,0,3
"HDH496","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,1,0,3
"HDH497","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,1,0,0,1,0,0,0,0,0,3
"HDH498","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CF02","Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH499","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CF11","Manage water abstraction for public supply and for industrial and commercial use",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,1,0,0,0,0,3
"HDH500","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CF10","Manage changes in hydrological and coastal systems and regimes for construction and development",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,1,0,0,0,0,3
"HDH501","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CG08","Reduce/eliminate marine pollution from marine aquaculture",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,1,1,0,1,1,0,0,5
"HDH502","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CI03","Management, control or eradication of other invasive alien species",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,1,0,0,0,1,0,0,0,0,0,3
"HDH503","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CI03","Management, control or eradication of other invasive alien species",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,1,0,0,0,1,0,0,0,0,0,3
"HDH504","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,1,0,3
"HDH505","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","t",,"H","CE01","Reduce impact of transport operation and infrastructure",1,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH506","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1120","Posidonia beds (Posidonion oceanicae)","Coastal","E03","Shipping lanes, ferry lanes and anchorage infrastructure (e.g. canalisation, dredging)","p",,"H","CF02","Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities",0,"maintain","inOut","medTerm","taken","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH507","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1160","Large shallow inlets and bays","Coastal","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CA13","Reduce/eliminate marine pollution from agricultural activities",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,1,1,0,0,4
"HDH508","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1160","Large shallow inlets and bays","Coastal","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF10","Manage changes in hydrological and coastal systems and regimes for construction and development",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,1,0,0,0,0,3
"HDH509","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1160","Large shallow inlets and bays","Coastal","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF02","Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH510","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1160","Large shallow inlets and bays","Coastal","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF08","Reduce/eliminate marine contamination with litter",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,1,0,3
"HDH511","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1160","Large shallow inlets and bays","Coastal","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CF01","Manage conversion of land for construction and development of infrastructure",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,2
"HDH512","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1160","Large shallow inlets and bays","Coastal","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CG04","Control/eradication of illegal killing, fishing and harvesting",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,1,1,0,1,0,0,0,0,0,4
"HDH513","Ports and traffic","not specified","MMED","IT","Italy","Habitats","1160","Large shallow inlets and bays","Coastal","E02","Shipping lanes and ferry lanes transport operations","p",,"M","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,,,,"ident","HD (Directive 92/43/EEC)","not specified","not specified",,1,0,1,0,0,1,0,0,0,0,0,3
