"MeasureCode","Sector","Use or activity","Region","Country_code","Country","Season","Measure Impacts to","Feature code","Feature name","Sub-unit","Water body","Pressure code","Pressure name","Pressure type","Pressure location","Ranking","Measure code","Measure name","Measure type recommended to address E02 and/or E03","measure purpose","Measure location","Measure response","Measure status","Origin of the measure","Nature of the measure","Spatial scope","Measure additional info","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TOTAL_impacts"
"BD1264","Ports and traffic","not specified",,"ES","Spain","B","Birds","A181","Larus audouinii",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CX01","Support conservation measures in another EU Member State",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","International","También CS03. Mejora del hábitat de las especies de las directivas.
En muchas CCAA se ha realizado control de depredadores como por ejemplo de la gaviota patiamarilla.",1,0,0,0,0,0,0,0,0,0,0,
"BD1265","Ports and traffic","not specified",,"ES","Spain","B","Birds","A181","Larus audouinii",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CX01","Support conservation measures in another EU Member State",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","International","También CS03. Mejora del hábitat de las especies de las directivas.
En muchas CCAA se ha realizado control de depredadores como por ejemplo de la gaviota patiamarilla.",1,0,0,0,0,0,0,0,0,0,0,
"BD1266","Ports and traffic","not specified",,"ES","Spain","B","Birds","A181","Larus audouinii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CG05","Reduce bycatch and incidental killing of non-target species",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","También CS03. Mejora del hábitat de las especies de las directivas.
En muchas CCAA se ha realizado control de depredadores como por ejemplo de la gaviota patiamarilla.",1,0,0,0,0,0,0,0,0,0,0,
"BD1267","Ports and traffic","not specified",,"ES","Spain","B","Birds","A181","Larus audouinii",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CG05","Reduce bycatch and incidental killing of non-target species",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","También CS03. Mejora del hábitat de las especies de las directivas.
En muchas CCAA se ha realizado control de depredadores como por ejemplo de la gaviota patiamarilla.",1,0,0,0,0,0,0,0,0,0,0,
"BD1268","Ports and traffic","not specified",,"ES","Spain","B","Birds","A181","Larus audouinii",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CG05","Reduce bycatch and incidental killing of non-target species",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","También CS03. Mejora del hábitat de las especies de las directivas.
En muchas CCAA se ha realizado control de depredadores como por ejemplo de la gaviota patiamarilla.",1,0,0,0,0,0,0,0,0,0,0,
"BD1269","Ports and traffic","not specified",,"ES","Spain","B","Birds","A181","Larus audouinii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","También CS03. Mejora del hábitat de las especies de las directivas.
En muchas CCAA se ha realizado control de depredadores como por ejemplo de la gaviota patiamarilla.",1,0,1,0,0,0,0,0,0,0,0,
"BD1270","Ports and traffic","not specified",,"ES","Spain","B","Birds","A181","Larus audouinii",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","También CS03. Mejora del hábitat de las especies de las directivas.
En muchas CCAA se ha realizado control de depredadores como por ejemplo de la gaviota patiamarilla.",1,0,1,0,0,0,0,0,0,0,0,
"BD1271","Ports and traffic","not specified",,"ES","Spain","B","Birds","A181","Larus audouinii",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","También CS03. Mejora del hábitat de las especies de las directivas.
En muchas CCAA se ha realizado control de depredadores como por ejemplo de la gaviota patiamarilla.",1,0,1,0,0,0,0,0,0,0,0,
"BD1272","Ports and traffic","not specified",,"ES","Spain","B","Birds","A181","Larus audouinii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","H","CI05","Management of problematic native species",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","También CS03. Mejora del hábitat de las especies de las directivas.
En muchas CCAA se ha realizado control de depredadores como por ejemplo de la gaviota patiamarilla.",1,0,0,0,0,0,0,0,0,0,0,
"BD1273","Ports and traffic","not specified",,"ES","Spain","B","Birds","A181","Larus audouinii",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CI05","Management of problematic native species",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","También CS03. Mejora del hábitat de las especies de las directivas.
En muchas CCAA se ha realizado control de depredadores como por ejemplo de la gaviota patiamarilla.",1,0,0,0,0,0,0,0,0,0,0,
"BD1274","Ports and traffic","not specified",,"ES","Spain","B","Birds","A181","Larus audouinii",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CI05","Management of problematic native species",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified","También CS03. Mejora del hábitat de las especies de las directivas.
En muchas CCAA se ha realizado control de depredadores como por ejemplo de la gaviota patiamarilla.",1,0,0,0,0,0,0,0,0,0,0,
"BD1275","Ports and traffic","not specified",,"ES","Spain","P","Birds","A181","Larus audouinii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
"BD1276","Ports and traffic","not specified",,"ES","Spain","P","Birds","A181","Larus audouinii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CJ01","Reduce impact of mixed source pollution",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,0,
"BD1277","Ports and traffic","not specified",,"ES","Spain","P","Birds","A181","Larus audouinii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CX02","Support conservation measures in countries outside the EU",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","International",,1,0,0,0,0,0,0,0,0,0,0,
"BD1278","Ports and traffic","not specified",,"ES","Spain","P","Birds","A181","Larus audouinii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CG05","Reduce bycatch and incidental killing of non-target species",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD1279","Ports and traffic","not specified",,"ES","Spain","P","Birds","A181","Larus audouinii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CE01","Reduce impact of transport operation and infrastructure",1,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,0
"BD1280","Ports and traffic","not specified",,"ES","Spain","P","Birds","A181","Larus audouinii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CJ02","Reduce impact of multi-purpose hydrological changes",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,1,0,0,0,0,
"BD1281","Ports and traffic","not specified",,"ES","Spain","W","Birds","A181","Larus audouinii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CX02","Support conservation measures in countries outside the EU",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","International",,1,0,0,0,0,0,0,0,0,0,0,
"BD1282","Ports and traffic","not specified",,"ES","Spain","W","Birds","A181","Larus audouinii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CJ02","Reduce impact of multi-purpose hydrological changes",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,1,0,0,0,0,
"BD1283","Ports and traffic","not specified",,"ES","Spain","W","Birds","A181","Larus audouinii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CJ01","Reduce impact of mixed source pollution",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,0,
"BD1284","Ports and traffic","not specified",,"ES","Spain","W","Birds","A181","Larus audouinii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CG05","Reduce bycatch and incidental killing of non-target species",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD1285","Ports and traffic","not specified",,"ES","Spain","W","Birds","A181","Larus audouinii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
"BD1286","Ports and traffic","not specified",,"ES","Spain","W","Birds","A181","Larus audouinii",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CE01","Reduce impact of transport operation and infrastructure",1,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,0
"BD1287","Ports and traffic","not specified",,"PL","Poland","B","Birds","A182","Larus canus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CJ02","Reduce impact of multi-purpose hydrological changes",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,1,0,0,0,0,
"BD1288","Ports and traffic","not specified",,"PL","Poland","B","Birds","A182","Larus canus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CJ02","Reduce impact of multi-purpose hydrological changes",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,1,0,0,0,0,
"BD1289","Ports and traffic","not specified",,"PL","Poland","B","Birds","A182","Larus canus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
"BD1290","Ports and traffic","not specified",,"PL","Poland","B","Birds","A182","Larus canus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CG02","Management of hunting, recreational fishing and recreational or commercial harvesting or collection of plants",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
"BD1291","Ports and traffic","not specified",,"PL","Poland","B","Birds","A182","Larus canus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CL03","Restore habitats following geological and natural catastrophes",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD1292","Ports and traffic","not specified",,"PL","Poland","B","Birds","A182","Larus canus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CL03","Restore habitats following geological and natural catastrophes",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD1293","Ports and traffic","not specified",,"PL","Poland","B","Birds","A182","Larus canus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CI03","Management, control or eradication of other invasive alien species",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,1,0,0,0,0,0,0,0,0,0,
"BD1294","Ports and traffic","not specified",,"PL","Poland","B","Birds","A182","Larus canus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CI03","Management, control or eradication of other invasive alien species",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,1,0,0,0,0,0,0,0,0,0,
"BD1295","Ports and traffic","not specified",,"PL","Poland","B","Birds","A182","Larus canus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CE01","Reduce impact of transport operation and infrastructure",1,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,0
"BD1296","Ports and traffic","not specified",,"PL","Poland","B","Birds","A182","Larus canus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CE01","Reduce impact of transport operation and infrastructure",1,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,0
"BD1297","Ports and traffic","not specified",,"PL","Poland","B","Birds","A182","Larus canus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CL01","Management of habitats (others than agriculture and forest) to slow, stop or reverse natural processes",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD1298","Ports and traffic","not specified",,"PL","Poland","B","Birds","A182","Larus canus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CL01","Management of habitats (others than agriculture and forest) to slow, stop or reverse natural processes",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD1299","Ports and traffic","not specified",,"PL","Poland","B","Birds","A182","Larus canus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,1,0,
"BD1300","Ports and traffic","not specified",,"PL","Poland","B","Birds","A182","Larus canus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,1,0,
"BD1301","Ports and traffic","not specified",,"PL","Poland","B","Birds","A182","Larus canus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CL04","Other measures related to natural processes",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD1302","Ports and traffic","not specified",,"PL","Poland","B","Birds","A182","Larus canus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CL04","Other measures related to natural processes",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD1303","Ports and traffic","not specified",,"PL","Poland","B","Birds","A182","Larus canus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CS03","Improvement of habitat of species from the directives",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD1304","Ports and traffic","not specified",,"PL","Poland","B","Birds","A182","Larus canus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CS03","Improvement of habitat of species from the directives",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD1305","Ports and traffic","not specified",,"PL","Poland","B","Birds","A182","Larus canus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CA03","Maintain existing extensive agricultural practices and agricultural landscape features",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD1306","Ports and traffic","not specified",,"PL","Poland","B","Birds","A182","Larus canus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CA03","Maintain existing extensive agricultural practices and agricultural landscape features",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD1307","Ports and traffic","not specified",,"PL","Poland","P","Birds","A182","Larus canus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CL03","Restore habitats following geological and natural catastrophes",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD1308","Ports and traffic","not specified",,"PL","Poland","P","Birds","A182","Larus canus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CL03","Restore habitats following geological and natural catastrophes",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD1309","Ports and traffic","not specified",,"PL","Poland","P","Birds","A182","Larus canus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CL03","Restore habitats following geological and natural catastrophes",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD1310","Ports and traffic","not specified",,"PL","Poland","P","Birds","A182","Larus canus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CL03","Restore habitats following geological and natural catastrophes",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD1311","Ports and traffic","not specified",,"PL","Poland","P","Birds","A182","Larus canus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,1,0,
"BD1312","Ports and traffic","not specified",,"PL","Poland","P","Birds","A182","Larus canus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,1,0,
"BD1313","Ports and traffic","not specified",,"PL","Poland","P","Birds","A182","Larus canus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,1,0,
"BD1314","Ports and traffic","not specified",,"PL","Poland","P","Birds","A182","Larus canus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,1,0,
"BD1315","Ports and traffic","not specified",,"PL","Poland","P","Birds","A182","Larus canus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CH03","Reduce impact of other specific human actions",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD1316","Ports and traffic","not specified",,"PL","Poland","P","Birds","A182","Larus canus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CH03","Reduce impact of other specific human actions",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD1317","Ports and traffic","not specified",,"PL","Poland","P","Birds","A182","Larus canus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CH03","Reduce impact of other specific human actions",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD1318","Ports and traffic","not specified",,"PL","Poland","P","Birds","A182","Larus canus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CH03","Reduce impact of other specific human actions",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD1319","Ports and traffic","not specified",,"PL","Poland","W","Birds","A182","Larus canus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CL03","Restore habitats following geological and natural catastrophes",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD1320","Ports and traffic","not specified",,"PL","Poland","W","Birds","A182","Larus canus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CL03","Restore habitats following geological and natural catastrophes",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD1321","Ports and traffic","not specified",,"PL","Poland","W","Birds","A182","Larus canus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CL03","Restore habitats following geological and natural catastrophes",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD1322","Ports and traffic","not specified",,"PL","Poland","W","Birds","A182","Larus canus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CL03","Restore habitats following geological and natural catastrophes",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD1323","Ports and traffic","not specified",,"PL","Poland","W","Birds","A182","Larus canus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,1,0,
"BD1324","Ports and traffic","not specified",,"PL","Poland","W","Birds","A182","Larus canus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","p","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,1,0,
"BD1325","Ports and traffic","not specified",,"PL","Poland","W","Birds","A182","Larus canus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,1,0,
"BD1326","Ports and traffic","not specified",,"PL","Poland","W","Birds","A182","Larus canus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CF03","Reduce impact of outdoor sports, leisure and recreational activities",0,"maintain","in","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,1,0,
"BD1327","Ports and traffic","not specified",,"FI","Finland","W","Birds","A186","Larus hyperboreus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CE04","Manage/reduce/eliminate marine pollution from transport",0,"maintain","inOut","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,0,
"BD1328","Ports and traffic","not specified",,"ES","Spain","B","Birds","A187","Larus marinus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","p","inMS","M","CX01","Support conservation measures in another EU Member State",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","International",,1,0,0,0,0,0,0,0,0,0,0,
"BD1329","Ports and traffic","not specified",,"ES","Spain","B","Birds","A187","Larus marinus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CX01","Support conservation measures in another EU Member State",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","International",,1,0,0,0,0,0,0,0,0,0,0,
"BD1330","Ports and traffic","not specified",,"ES","Spain","B","Birds","A187","Larus marinus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CX01","Support conservation measures in another EU Member State",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","International",,1,0,0,0,0,0,0,0,0,0,0,
"BD1331","Ports and traffic","not specified",,"ES","Spain","P","Birds","A187","Larus marinus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CS03","Improvement of habitat of species from the directives",0,,,,"notident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD1332","Ports and traffic","not specified",,"ES","Spain","P","Birds","A187","Larus marinus",,"Not specified","E03","Shipping lanes, ferry lanes and anchorage infrastructure ","t","inMS","M","CS03","Improvement of habitat of species from the directives",0,,,,"notident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD1333","Ports and traffic","not specified",,"ES","Spain","W","Birds","A187","Larus marinus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CX01","Support conservation measures in another EU Member State",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","International",,1,0,0,0,0,0,0,0,0,0,0,
"BD1334","Ports and traffic","not specified",,"ES","Spain","W","Birds","A187","Larus marinus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CJ01","Reduce impact of mixed source pollution",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,1,1,0,0,
"BD1335","Ports and traffic","not specified",,"ES","Spain","W","Birds","A187","Larus marinus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CG05","Reduce bycatch and incidental killing of non-target species",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,0,0,0,0,0,0,
"BD1336","Ports and traffic","not specified",,"ES","Spain","W","Birds","A187","Larus marinus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CF02","Habitat restoration of areas impacted by residential, commercial, industrial and recreational infrastructure, operations and activities",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD1337","Ports and traffic","not specified",,"ES","Spain","W","Birds","A187","Larus marinus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CG01","Management of professional/commercial fishing (including shellfish and seaweed harvesting)",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,1,0,0,0,0,0,0,0,0,
"BD1338","Ports and traffic","not specified",,"ES","Spain","W","Birds","A187","Larus marinus",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inOutEU","M","CS03","Improvement of habitat of species from the directives",0,,,,"ident","BD (Directive 79/409/EEC)","not specified","not specified",,1,0,0,0,0,1,0,0,0,0,0,
"BD1339","Ports and traffic","not specified",,"ES","Spain","B","Birds","A188","Rissa tridactyla",,"Not specified","E02","Shipping lanes and ferry lanes transport operations","t","inMS","M","CI05","Management of problematic native species",0,"increase","inOut","medTerm","taken","BD (Directive 79/409/EEC)","not specified","not specified","Other conservation measure developed is the launch of the ""Plan territorial de contingencias por contaminación marina accidental da Comunidad Autónoma de Galicia (CAMGAL) "" to act rapidly against sudden marine pollution events. (https://www.xunta.gal/dog/",1,0,0,0,0,0,0,0,0,0,0,
